TN,TX,TAVG,RH_AVG,SS,RR_lag1,TAVG_lag1,RH_AVG_lag1,SS_lag1,TX_lag1,TN_lag1,RR_rolling_mean_3d_lag1,RR_KAT_ENC
25.2,31.0,28.2,82.0,4.5,3.0,27.5,85.0,10.5,30.6,25.2,2.5000000000000053,1
25.2,30.8,27.3,86.0,8.3,3.0,28.2,82.0,4.5,31.0,25.2,2.5000000000000053,1
25.2,31.5,28.0,85.0,2.8,3.0,27.3,86.0,8.3,30.8,25.2,3.0,4
25.8,30.8,27.7,87.0,5.2,0.0,28.0,85.0,2.8,31.5,25.2,2.0000000000000053,1
25.8,31.2,28.0,85.0,6.2,3.0,27.7,87.0,5.2,30.8,25.8,2.0000000000000053,1
24.0,31.0,27.1,88.0,8.5,2.0,28.0,85.0,6.2,31.2,25.8,1.666666666666672,3
25.0,30.8,27.6,85.0,2.5,46.4,27.1,88.0,8.5,31.0,24.0,17.133333333333336,1
25.0,31.0,27.7,84.0,9.5,1.1,27.6,85.0,2.5,30.8,25.0,16.500000000000004,1
26.0,31.0,28.1,86.0,9.2,3.0,27.7,84.0,9.5,31.0,25.0,16.83333333333334,1
25.7,31.4,27.9,83.0,8.5,3.9,28.1,86.0,9.2,31.0,26.0,2.6666666666666714,1
25.8,31.5,28.6,80.0,9.5,3.0,27.9,83.0,8.5,31.4,25.7,3.3000000000000047,4
26.2,31.3,28.0,86.0,9.6,0.0,28.6,80.0,9.5,31.5,25.8,2.3000000000000047,1
24.8,31.6,27.8,85.0,8.5,3.0,28.0,86.0,9.6,31.3,26.2,2.000000000000005,1
25.4,31.2,28.1,84.0,7.0,3.0,27.8,85.0,8.5,31.6,24.8,2.000000000000005,1
25.6,31.0,27.7,84.0,6.2,3.0,28.1,84.0,7.0,31.2,25.4,3.0,1
25.0,31.0,27.5,82.0,8.5,3.5,27.7,84.0,6.2,31.0,25.6,3.1666666666666714,1
25.2,31.0,27.7,83.0,9.9,3.0,27.5,82.0,8.5,31.0,25.0,3.1666666666666714,4
25.2,30.9,28.3,82.0,6.3,0.0,27.7,83.0,9.9,31.0,25.2,2.1666666666666714,1
25.4,30.2,27.3,87.0,6.0,10.5,28.3,82.0,6.3,30.9,25.2,4.500000000000004,3
23.8,30.2,26.8,86.0,3.4,28.6,27.3,87.0,6.0,30.2,25.4,13.033333333333339,3
24.3,30.9,27.7,86.0,7.0,42.8,26.8,86.0,3.4,30.2,23.8,27.3,1
25.1,31.0,27.7,84.0,9.8,3.0,27.7,86.0,7.0,30.9,24.3,24.8,1
25.5,31.6,27.6,85.0,7.2,0.4,27.7,84.0,9.8,31.0,25.1,15.400000000000004,1
24.8,30.8,27.1,87.0,4.0,3.0,27.6,85.0,7.2,31.6,25.5,2.133333333333338,1
24.8,29.8,27.0,85.0,4.4,0.8,27.1,87.0,4.0,30.8,24.8,1.4000000000000048,1
25.0,30.6,27.7,86.0,1.5,17.2,27.0,85.0,4.4,29.8,24.8,7.000000000000004,4
25.2,31.2,26.6,88.0,8.0,0.0,27.7,86.0,1.5,30.6,25.0,6.000000000000004,1
24.1,31.6,27.1,85.0,5.0,2.0,26.6,88.0,8.0,31.2,25.2,6.400000000000005,0
25.3,30.0,26.9,87.0,7.4,78.8,27.1,85.0,5.0,31.6,24.1,26.933333333333337,1
24.2,30.5,27.0,86.0,2.5,3.0,26.9,87.0,7.4,30.0,25.3,27.933333333333337,1
24.2,28.6,25.6,90.0,8.5,7.3,27.0,86.0,2.5,30.5,24.2,29.700000000000003,3
23.8,28.5,26.6,87.0,1.2,48.6,25.6,90.0,8.5,28.6,24.2,19.633333333333336,0
25.0,30.6,27.0,86.0,1.0,62.0,26.6,87.0,1.2,28.5,23.8,39.300000000000004,3
24.7,30.8,27.8,86.0,4.2,20.8,27.0,86.0,1.0,30.6,25.0,43.800000000000004,1
24.4,31.2,27.4,85.0,6.2,1.2,27.8,86.0,4.2,30.8,24.7,28.00000000000001,1
24.4,30.0,26.5,88.0,8.5,1.0,27.4,85.0,6.2,31.2,24.4,7.666666666666671,3
24.8,30.9,27.5,86.0,3.0,48.8,26.5,88.0,8.5,30.0,24.4,17.000000000000004,1
25.0,30.4,27.3,86.0,9.8,0.5,27.5,86.0,3.0,30.9,24.8,16.76666666666667,3
24.0,30.8,27.0,85.0,7.4,20.6,27.3,86.0,9.8,30.4,25.0,23.3,1
24.3,30.6,27.4,84.0,6.2,15.2,27.0,85.0,7.4,30.8,24.0,12.100000000000003,4
25.4,30.6,27.0,86.0,7.5,0.0,27.4,84.0,6.2,30.6,24.3,11.933333333333337,1
24.6,30.4,27.0,85.0,8.5,6.3,27.0,86.0,7.5,30.6,25.4,7.166666666666671,4
24.6,30.0,26.9,80.0,10.0,0.0,27.0,85.0,8.5,30.4,24.6,2.1000000000000045,1
23.8,30.4,26.5,77.0,10.0,3.0,26.9,80.0,10.0,30.0,24.6,3.100000000000005,1
22.8,29.0,25.6,84.0,9.2,3.0,26.5,77.0,10.0,30.4,23.8,2.000000000000005,1
23.2,30.0,27.1,84.0,10.0,3.0,25.6,84.0,9.2,29.0,22.8,3.0,4
23.3,30.5,28.0,80.0,9.5,0.0,27.1,84.0,10.0,30.0,23.2,2.000000000000005,1
24.9,30.6,27.3,88.0,9.3,3.0,28.0,80.0,9.5,30.5,23.3,2.000000000000005,3
24.9,30.6,27.3,88.0,9.3,33.8,27.3,88.0,9.3,30.6,24.9,12.266666666666671,3
25.6,30.6,27.5,88.0,9.6,33.8,27.3,88.0,9.3,30.6,24.9,23.533333333333335,1
25.6,31.0,28.0,85.0,10.2,3.0,27.5,88.0,9.6,30.6,25.6,23.533333333333335,1
25.4,30.1,27.3,84.0,7.5,3.0,28.0,85.0,10.2,31.0,25.6,13.266666666666671,1
25.6,30.2,27.9,76.0,8.5,3.0,27.3,84.0,7.5,30.1,25.4,3.0,1
25.6,30.4,28.0,72.0,3.2,3.0,27.9,76.0,8.5,30.2,25.6,3.0,1
23.8,30.0,26.5,76.0,8.4,0.2,28.0,72.0,3.2,30.4,25.6,2.0666666666666713,1
23.8,30.4,26.3,82.0,10.2,3.0,26.5,76.0,8.4,30.0,23.8,2.0666666666666713,1
25.0,30.2,26.9,83.0,9.5,0.2,26.3,82.0,10.2,30.4,23.8,1.1333333333333382,1
25.0,30.2,27.1,83.0,7.4,3.0,26.9,83.0,9.5,30.2,25.0,2.0666666666666713,1
25.0,31.8,28.0,84.0,8.3,3.0,27.1,83.0,7.4,30.2,25.0,2.0666666666666713,1
26.2,30.6,28.3,80.0,9.5,3.0,28.0,84.0,8.3,31.8,25.0,3.0,1
24.2,31.0,27.6,83.0,7.0,0.5,28.3,80.0,9.5,30.6,26.2,2.1666666666666714,1
25.0,30.5,26.9,88.0,7.5,3.0,27.6,83.0,7.0,31.0,24.2,2.1666666666666714,1
25.0,30.6,27.5,80.0,7.8,3.0,26.9,88.0,7.5,30.5,25.0,2.1666666666666714,1
25.0,30.1,27.2,78.0,9.8,3.1,27.5,80.0,7.8,30.6,25.0,3.033333333333338,1
23.5,30.2,26.1,81.0,9.7,3.0,27.2,78.0,9.8,30.1,25.0,3.033333333333338,4
24.6,30.0,26.7,82.0,9.4,0.0,26.1,81.0,9.7,30.2,23.5,2.033333333333338,4
24.8,30.1,26.8,82.0,9.0,0.0,26.7,82.0,9.4,30.0,24.6,1.0000000000000047,1
25.0,30.4,27.1,79.0,9.2,1.5,26.8,82.0,9.0,30.1,24.8,0.5000000000000048,4
24.4,28.8,26.2,87.0,6.0,0.0,27.1,79.0,9.2,30.4,25.0,0.5000000000000048,3
24.6,30.0,27.8,80.0,3.3,32.6,26.2,87.0,6.0,28.8,24.4,11.366666666666672,1
24.7,28.2,26.1,86.0,5.0,4.8,27.8,80.0,3.3,30.0,24.6,12.46666666666667,1
24.6,29.6,26.4,84.0,0.7,1.5,26.1,86.0,5.0,28.2,24.7,12.96666666666667,1
24.0,26.9,24.7,94.0,8.0,9.3,26.4,84.0,0.7,29.6,24.6,5.2000000000000055,1
23.8,31.0,25.7,90.0,0.2,15.4,24.7,94.0,8.0,26.9,24.0,8.73333333333334,3
25.0,29.2,26.3,88.0,1.5,25.1,25.7,90.0,0.2,31.0,23.8,16.600000000000005,3
23.8,30.3,26.9,87.0,2.8,23.5,26.3,88.0,1.5,29.2,25.0,21.33333333333334,1
25.0,31.0,27.8,85.0,9.1,0.1,26.9,87.0,2.8,30.3,23.8,16.233333333333338,4
25.0,31.0,27.8,85.0,9.1,0.0,27.8,85.0,9.1,31.0,25.0,7.866666666666672,4
26.2,30.0,27.6,86.0,6.85,0.0,27.8,85.0,9.1,31.0,25.0,0.03333333333333807,1
26.2,29.7,27.3,86.0,8.5,3.0,27.6,86.0,6.85,30.0,26.2,1.0000000000000047,1
25.0,29.5,27.3,82.0,7.6,3.0,27.3,86.0,8.5,29.7,26.2,2.000000000000005,1
25.4,29.4,26.8,78.0,7.1,1.8,27.3,82.0,7.6,29.5,25.0,2.6000000000000045,1
24.2,29.2,26.4,79.0,10.0,3.0,26.8,78.0,7.1,29.4,25.4,2.6000000000000045,1
24.5,29.4,27.1,82.0,10.1,0.5,26.4,79.0,10.0,29.2,24.2,1.7666666666666713,4
25.0,29.4,26.6,87.0,2.0,0.0,27.1,82.0,10.1,29.4,24.5,1.1666666666666714,1
25.0,29.6,27.2,86.0,8.1,3.8,26.6,87.0,2.0,29.4,25.0,1.433333333333338,1
25.4,29.2,27.0,84.0,9.8,0.6,27.2,86.0,8.1,29.6,25.0,1.4666666666666712,1
24.6,30.0,26.9,86.0,9.5,6.8,27.0,84.0,9.8,29.2,25.4,3.733333333333338,4
25.0,29.4,27.0,84.0,9.8,0.0,26.9,86.0,9.5,30.0,24.6,2.4666666666666712,1
25.2,29.4,27.0,77.0,8.3,0.6,27.0,84.0,9.8,29.4,25.0,2.4666666666666712,1
24.5,29.0,26.1,79.0,8.7,1.3,27.0,77.0,8.3,29.4,25.2,0.6333333333333381,4
24.6,29.0,26.2,86.0,5.1,0.0,26.1,79.0,8.7,29.0,24.5,0.6333333333333381,1
25.0,29.0,26.7,86.0,6.3,6.5,26.2,86.0,5.1,29.0,24.6,2.6000000000000045,1
25.6,29.4,26.8,82.0,7.5,19.6,26.7,86.0,6.3,29.0,25.0,8.700000000000005,4
25.7,29.4,27.0,81.0,9.0,0.0,26.8,82.0,7.5,29.4,25.6,8.700000000000005,1
24.0,29.4,26.2,80.0,8.0,3.0,27.0,81.0,9.0,29.4,25.7,7.5333333333333385,1
23.9,29.2,26.2,82.0,8.0,3.0,26.2,80.0,8.0,29.4,24.0,2.000000000000005,1
24.0,29.3,26.1,79.0,10.5,5.0,26.2,82.0,8.0,29.2,23.9,3.6666666666666714,4
24.0,29.2,26.6,80.0,10.0,0.0,26.1,79.0,10.5,29.3,24.0,2.6666666666666714,1
24.0,30.0,27.2,83.0,6.8,3.0,26.6,80.0,10.0,29.2,24.0,2.6666666666666714,1
25.0,29.8,27.2,83.0,7.2,0.3,27.2,83.0,6.8,30.0,24.0,1.1000000000000048,1
25.6,29.6,27.4,80.0,7.0,0.5,27.2,83.0,7.2,29.8,25.0,1.2666666666666713,1
25.8,29.4,27.2,80.0,6.0,5.8,27.4,80.0,7.0,29.6,25.6,2.2000000000000046,1
25.0,29.4,26.9,78.0,7.5,0.6,27.2,80.0,6.0,29.4,25.8,2.3000000000000047,1
25.0,29.4,26.8,77.0,6.5,3.0,26.9,78.0,7.5,29.4,25.0,3.133333333333338,1
23.6,29.6,25.9,82.0,7.8,3.0,26.8,77.0,6.5,29.4,25.0,2.2000000000000046,1
24.6,28.0,25.8,86.0,9.3,3.0,25.9,82.0,7.8,29.6,23.6,3.0,1
25.0,29.4,26.7,85.0,0.0,0.8,25.8,86.0,9.3,28.0,24.6,2.2666666666666715,1
25.4,29.5,27.3,86.0,6.1,4.7,26.7,85.0,0.0,29.4,25.0,2.833333333333338,1
25.3,30.0,27.5,84.0,7.4,3.0,27.3,86.0,6.1,29.5,25.4,2.833333333333338,1
24.8,29.6,26.8,80.0,9.0,1.5,27.5,84.0,7.4,30.0,25.3,3.0666666666666718,1
23.8,29.4,26.2,85.0,10.5,1.9,26.8,80.0,9.0,29.6,24.8,2.133333333333338,1
24.0,29.8,27.4,83.0,9.2,4.5,26.2,85.0,10.5,29.4,23.8,2.633333333333338,1
25.4,29.0,26.9,88.0,5.5,1.5,27.4,83.0,9.2,29.8,24.0,2.633333333333338,1
25.6,29.4,27.0,86.0,1.2,6.3,26.9,88.0,5.5,29.0,25.4,4.100000000000005,1
26.0,28.6,26.2,91.0,6.4,12.5,27.0,86.0,1.2,29.4,25.6,6.766666666666672,1
24.5,29.8,26.6,86.0,0.5,2.0,26.2,91.0,6.4,28.6,26.0,6.933333333333338,3
24.6,30.0,27.0,88.0,5.6,25.3,26.6,86.0,0.5,29.8,24.5,13.266666666666671,0
25.6,29.8,27.4,83.0,7.2,64.4,27.0,88.0,5.6,30.0,24.6,30.566666666666674,1
25.3,29.6,27.3,85.0,9.1,0.2,27.4,83.0,7.2,29.8,25.6,29.966666666666672,1
25.3,29.6,27.3,85.0,9.1,0.2,27.3,85.0,9.1,29.6,25.3,21.60000000000001,1
25.7,29.7,27.6,80.0,9.5,0.2,27.3,85.0,9.1,29.6,25.3,0.2,1
25.2,28.4,26.3,86.0,9.0,0.2,27.6,80.0,9.5,29.7,25.7,0.2,1
24.0,29.8,26.5,84.0,4.2,2.0,26.3,86.0,9.0,28.4,25.2,0.8000000000000047,3
24.6,30.1,26.5,89.0,5.7,27.5,26.5,84.0,4.2,29.8,24.0,9.900000000000004,1
24.8,29.7,26.5,89.0,7.0,7.4,26.5,89.0,5.7,30.1,24.6,12.300000000000004,1
24.5,29.8,26.8,88.0,6.0,11.3,26.5,89.0,7.0,29.7,24.8,15.400000000000006,1
25.1,29.6,27.2,85.0,7.3,5.9,26.8,88.0,6.0,29.8,24.5,8.200000000000005,1
25.8,29.9,27.3,84.0,6.8,0.1,27.2,85.0,7.3,29.6,25.1,5.766666666666673,1
26.0,29.8,27.1,83.0,9.3,3.0,27.3,84.0,6.8,29.9,25.8,3.000000000000005,1
25.6,29.7,26.9,79.0,8.4,0.2,27.1,83.0,9.3,29.8,26.0,1.1000000000000048,4
23.8,29.2,26.3,83.0,7.7,0.0,26.9,79.0,8.4,29.7,25.6,1.0666666666666715,4
25.2,29.8,27.1,84.0,10.1,0.0,26.3,83.0,7.7,29.2,23.8,0.06666666666667141,1
25.8,29.6,27.2,84.0,7.4,3.0,27.1,84.0,10.1,29.8,25.2,1.0000000000000047,4
25.0,29.8,27.2,80.0,5.5,0.0,27.2,84.0,7.4,29.6,25.8,1.0000000000000047,1
25.8,29.7,27.0,83.0,6.0,3.0,27.2,80.0,5.5,29.8,25.0,2.000000000000005,1
24.0,29.2,26.8,82.0,6.8,3.0,27.0,83.0,6.0,29.7,25.8,2.000000000000005,1
24.4,29.0,25.6,89.0,6.5,5.8,26.8,82.0,6.8,29.2,24.0,3.9333333333333385,1
23.6,27.6,25.1,89.0,2.3,1.6,25.6,89.0,6.5,29.0,24.4,3.4666666666666717,1
23.9,29.2,26.0,82.0,0.4,5.2,25.1,89.0,2.3,27.6,23.6,4.200000000000005,1
24.8,29.4,26.2,83.0,9.2,9.2,26.0,82.0,0.4,29.2,23.9,5.333333333333338,1
25.0,30.2,26.9,86.0,4.5,3.0,26.2,83.0,9.2,29.4,24.8,5.800000000000004,1
26.0,30.2,28.0,80.0,7.3,7.0,26.9,86.0,4.5,30.2,25.0,6.400000000000005,1
25.8,30.5,27.8,80.0,8.1,3.0,28.0,80.0,7.3,30.2,26.0,4.333333333333338,1
25.6,30.0,27.2,82.0,6.1,1.3,27.8,80.0,8.1,30.5,25.8,3.7666666666666715,1
25.8,30.4,27.9,74.0,9.7,3.0,27.2,82.0,6.1,30.0,25.6,2.433333333333338,4
26.0,30.2,27.6,80.0,7.5,0.0,27.9,74.0,9.7,30.4,25.8,1.433333333333338,1
26.4,30.3,27.9,80.0,5.3,0.8,27.6,80.0,7.5,30.2,26.0,1.2666666666666713,4
26.8,30.4,27.9,82.0,0.0,0.0,27.9,80.0,5.3,30.3,26.4,0.26666666666667144,1
26.4,31.0,28.2,82.0,2.0,3.0,27.9,82.0,0.0,30.4,26.8,1.2666666666666713,1
26.0,31.6,28.2,86.0,7.0,3.6,28.2,82.0,2.0,31.0,26.4,2.2000000000000046,1
25.0,31.7,27.6,85.0,2.5,1.3,28.2,86.0,7.0,31.6,26.0,2.633333333333338,1
24.2,31.2,27.5,87.0,3.1,9.2,27.6,85.0,2.5,31.7,25.0,4.700000000000005,3
24.6,31.6,28.6,84.0,6.3,33.2,27.5,87.0,3.1,31.2,24.2,14.566666666666672,1
25.0,31.0,28.1,83.0,6.2,1.0,28.6,84.0,6.3,31.6,24.6,14.466666666666674,3
24.6,30.8,27.8,82.0,8.1,35.0,28.1,83.0,6.2,31.0,25.0,23.066666666666674,1
25.7,31.0,27.6,84.0,8.6,0.7,27.8,82.0,8.1,30.8,24.6,12.23333333333334,1
25.0,30.3,27.6,83.0,6.0,1.8,27.6,84.0,8.6,31.0,25.7,12.500000000000005,1
25.0,30.0,27.2,84.0,6.85,7.3,27.6,83.0,6.0,30.3,25.0,3.2666666666666715,1
24.0,30.4,27.0,88.0,4.0,11.6,27.2,84.0,6.85,30.0,25.0,6.900000000000005,3
25.0,30.8,27.8,84.0,4.2,33.0,27.0,88.0,4.0,30.4,24.0,17.300000000000004,1
25.0,30.5,27.3,88.0,2.5,18.5,27.8,84.0,4.2,30.8,25.0,21.03333333333334,1
25.0,30.2,27.7,86.0,6.85,2.3,27.3,88.0,2.5,30.5,25.0,17.933333333333337,1
25.4,30.6,27.2,87.0,1.3,16.3,27.7,86.0,6.85,30.2,25.0,12.366666666666672,1
24.2,31.0,26.6,89.0,5.2,3.0,27.2,87.0,1.3,30.6,25.4,7.2000000000000055,0
24.6,30.8,27.2,87.0,5.4,66.6,26.6,89.0,5.2,31.0,24.2,28.633333333333336,1
24.8,32.0,27.6,84.0,6.1,14.8,27.2,87.0,5.4,30.8,24.6,28.133333333333336,1
24.6,31.4,27.9,84.0,6.4,11.2,27.6,84.0,6.1,32.0,24.8,30.86666666666667,3
25.0,31.8,28.4,84.0,7.2,20.1,27.9,84.0,6.4,31.4,24.6,15.366666666666672,1
25.8,32.0,28.2,87.0,7.5,17.1,28.4,84.0,7.2,31.8,25.0,16.13333333333334,3
25.5,32.0,27.5,88.0,5.1,27.5,28.2,87.0,7.5,32.0,25.8,21.566666666666674,1
25.8,30.6,27.9,86.0,0.0,8.9,27.5,88.0,5.1,32.0,25.5,17.83333333333334,1
25.0,32.0,28.8,82.0,1.5,4.9,27.9,86.0,0.0,30.6,25.8,13.766666666666673,4
24.8,29.0,26.6,88.0,8.0,0.0,28.8,82.0,1.5,32.0,25.0,4.600000000000005,0
24.8,28.6,26.6,90.0,0.0,51.0,26.6,88.0,8.0,29.0,24.8,18.633333333333336,3
25.0,29.0,26.2,90.0,0.0,21.4,26.6,90.0,0.0,28.6,24.8,24.133333333333336,1
24.7,31.8,27.6,86.0,0.5,15.8,26.2,90.0,0.0,29.0,25.0,29.400000000000006,1
24.8,29.8,26.7,89.0,5.5,5.5,27.6,86.0,0.5,31.8,24.7,14.23333333333334,0
24.6,29.2,26.3,90.0,0.7,97.3,26.7,89.0,5.5,29.8,24.8,39.53333333333334,3
25.2,30.8,26.7,88.0,0.2,21.1,26.3,90.0,0.7,29.2,24.6,41.300000000000004,1
24.6,31.4,27.8,84.0,2.5,4.4,26.7,88.0,0.2,30.8,25.2,40.93333333333334,3
24.5,32.4,28.1,82.0,6.5,32.9,27.8,84.0,2.5,31.4,24.6,19.466666666666672,1
25.2,32.4,26.7,88.0,6.2,3.0,28.1,82.0,6.5,32.4,24.5,13.433333333333337,1
24.2,31.2,26.9,87.0,2.0,16.3,26.7,88.0,6.2,32.4,25.2,17.400000000000006,3
24.8,31.6,27.6,88.0,3.8,21.5,26.9,87.0,2.0,31.2,24.2,13.600000000000003,1
26.8,32.0,28.9,84.0,4.3,9.3,27.6,88.0,3.8,31.6,24.8,15.700000000000005,1
26.0,29.0,26.6,90.0,4.0,8.0,28.9,84.0,4.3,32.0,26.8,12.933333333333337,1
25.0,31.2,27.7,84.0,0.0,1.4,26.6,90.0,4.0,29.0,26.0,6.233333333333338,3
26.0,31.6,28.3,83.0,2.7,43.2,27.7,84.0,0.0,31.2,25.0,17.53333333333334,4
25.7,29.8,27.5,88.0,6.5,0.0,28.3,83.0,2.7,31.6,26.0,14.866666666666672,1
25.2,28.0,25.3,94.0,1.0,4.5,27.5,88.0,6.5,29.8,25.7,15.900000000000006,1
24.4,29.8,27.4,82.0,0.0,12.5,25.3,94.0,1.0,28.0,25.2,5.666666666666671,0
24.6,30.6,27.6,83.0,6.0,75.2,27.4,82.0,0.0,29.8,24.4,30.733333333333338,1
24.5,31.0,27.9,80.0,6.4,3.0,27.6,83.0,6.0,30.6,24.6,30.233333333333338,1
25.0,32.0,28.4,78.0,6.85,3.0,27.9,80.0,6.4,31.0,24.5,27.066666666666674,1
25.8,32.2,28.8,79.0,10.8,1.0,28.4,78.0,6.85,32.0,25.0,2.333333333333338,1
25.0,31.0,28.0,82.0,7.3,0.5,28.8,79.0,10.8,32.2,25.8,1.5000000000000047,4
24.0,27.2,25.5,93.0,0.0,0.0,28.0,82.0,7.3,31.0,25.0,0.5000000000000048,3
24.0,30.6,26.8,87.0,0.0,24.9,25.5,93.0,0.0,27.2,24.0,8.46666666666667,3
25.0,31.0,27.2,86.0,1.2,27.6,26.8,87.0,0.0,30.6,24.0,17.500000000000004,1
25.0,32.0,27.9,81.0,2.3,2.2,27.2,86.0,1.2,31.0,25.0,18.233333333333338,1
26.0,32.4,28.3,79.0,2.4,1.9,27.9,81.0,2.3,32.0,25.0,10.566666666666672,1
25.4,32.4,28.6,81.0,6.5,5.6,28.3,79.0,2.4,32.4,26.0,3.233333333333338,1
25.2,31.8,28.1,82.0,4.4,3.0,28.6,81.0,6.5,32.4,25.4,3.500000000000005,1
25.5,32.0,28.4,81.0,4.5,4.6,28.1,82.0,4.4,31.8,25.2,4.400000000000005,1
24.5,31.6,27.8,84.0,7.5,0.5,28.4,81.0,4.5,32.0,25.5,2.700000000000004,3
24.7,31.4,28.0,83.0,8.2,44.2,27.8,84.0,7.5,31.6,24.5,16.433333333333337,0
25.2,30.3,28.0,85.0,6.7,57.7,28.0,83.0,8.2,31.4,24.7,34.13333333333333,1
26.6,31.7,28.6,81.0,2.5,3.2,28.0,85.0,6.7,30.3,25.2,35.03333333333334,1
25.1,29.9,26.6,88.0,6.85,0.6,28.6,81.0,2.5,31.7,26.6,20.500000000000004,1
24.6,31.8,27.8,85.0,2.4,6.2,26.6,88.0,6.85,29.9,25.1,3.3333333333333357,1
25.0,30.4,27.3,85.0,7.5,13.9,27.8,85.0,2.4,31.8,24.6,6.900000000000002,3
25.4,32.8,27.8,84.0,4.5,34.1,27.3,85.0,7.5,30.4,25.0,18.066666666666666,1
25.0,29.6,27.4,86.0,6.85,3.0,27.8,84.0,4.5,32.8,25.4,17.000000000000004,3
25.6,29.8,27.3,86.0,0.0,30.0,27.4,86.0,6.85,29.6,25.0,22.36666666666667,1
25.4,32.0,27.3,85.0,0.0,1.5,27.3,86.0,0.0,29.8,25.6,11.500000000000005,1
23.5,31.8,27.2,83.0,6.2,0.6,27.3,85.0,0.0,32.0,25.4,10.700000000000005,3
25.0,31.0,27.7,82.0,4.3,40.2,27.2,83.0,6.2,31.8,23.5,14.100000000000007,4
25.0,32.0,27.3,83.0,1.8,0.0,27.7,82.0,4.3,31.0,25.0,13.600000000000007,1
24.8,32.4,27.8,80.0,5.7,5.4,27.3,83.0,1.8,32.0,25.0,15.200000000000005,1
24.8,32.4,27.5,81.0,6.3,1.5,27.8,80.0,5.7,32.4,24.8,2.3000000000000047,1
24.4,32.0,27.5,81.0,7.3,3.0,27.5,81.0,6.3,32.4,24.8,3.3000000000000047,3
24.0,31.8,27.9,81.0,8.5,20.5,27.5,81.0,7.3,32.0,24.4,8.333333333333337,1
24.0,31.0,27.7,85.0,4.7,3.9,27.9,81.0,8.5,31.8,24.0,9.133333333333338,1
25.0,32.0,28.6,79.0,6.85,1.4,27.7,85.0,4.7,31.0,24.0,8.600000000000005,1
25.6,31.0,28.5,79.0,7.9,2.9,28.6,79.0,6.85,32.0,25.0,2.733333333333338,1
25.4,31.6,28.1,83.0,7.3,1.8,28.5,79.0,7.9,31.0,25.6,2.033333333333338,1
25.0,32.0,28.1,78.0,9.0,4.5,28.1,83.0,7.3,31.6,25.4,3.0666666666666713,1
24.2,31.6,27.6,79.0,6.85,0.5,28.1,78.0,9.0,32.0,25.0,2.2666666666666715,4
24.2,31.6,28.3,79.0,9.0,0.0,27.6,79.0,6.85,31.6,24.2,1.6666666666666714,4
25.8,32.0,28.3,78.0,9.0,0.0,28.3,79.0,9.0,31.6,24.2,0.1666666666666714,1
25.6,31.9,28.5,80.0,4.5,0.4,28.3,78.0,9.0,32.0,25.8,0.13333333333333808,1
23.6,32.4,27.2,85.0,8.2,2.3,28.5,80.0,4.5,31.9,25.6,0.9000000000000047,0
25.0,32.0,27.9,84.0,6.3,70.5,27.2,85.0,8.2,32.4,23.6,24.400000000000006,3
25.0,31.4,27.7,84.0,6.0,22.5,27.9,84.0,6.3,32.0,25.0,31.76666666666667,1
25.2,32.2,27.2,86.0,6.0,2.1,27.7,84.0,6.0,31.4,25.0,31.700000000000003,1
23.6,30.2,27.0,85.0,6.7,17.5,27.2,86.0,6.0,32.2,25.2,14.033333333333339,3
24.5,30.0,25.9,88.0,3.3,33.5,27.0,85.0,6.7,30.2,23.6,17.700000000000006,1
25.0,32.5,27.4,85.0,0.4,6.2,25.9,88.0,3.3,30.0,24.5,19.066666666666674,3
24.4,31.8,27.8,82.0,6.85,38.8,27.4,85.0,0.4,32.5,25.0,26.16666666666667,4
24.2,34.2,28.4,79.0,0.0,0.0,27.8,82.0,6.85,31.8,24.4,15.000000000000005,1
26.2,33.0,28.9,80.0,7.0,2.4,28.4,79.0,0.0,34.2,24.2,13.733333333333336,4
25.0,32.6,27.9,83.0,5.4,0.0,28.9,80.0,7.0,33.0,26.2,0.8000000000000047,1
25.6,32.3,27.3,85.0,8.0,3.0,27.9,83.0,5.4,32.6,25.0,1.800000000000005,1
24.2,31.2,26.8,86.0,7.0,11.2,27.3,85.0,8.0,32.3,25.6,4.733333333333338,2
24.6,31.0,27.3,85.0,2.5,108.5,26.8,86.0,7.0,31.2,24.2,40.900000000000006,1
24.4,31.8,27.8,80.0,5.5,6.0,27.3,85.0,2.5,31.0,24.6,41.900000000000006,1
25.0,31.0,27.6,84.0,7.4,6.4,27.8,80.0,5.5,31.8,24.4,40.300000000000004,1
25.0,32.4,28.0,82.0,4.5,0.7,27.6,84.0,7.4,31.0,25.0,4.366666666666672,1
25.0,31.0,29.0,80.0,10.0,1.2,28.0,82.0,4.5,32.4,25.0,2.7666666666666715,1
25.2,33.2,28.1,82.0,8.0,3.0,29.0,80.0,10.0,31.0,25.0,1.6333333333333382,1
25.0,32.4,27.8,82.0,5.5,1.2,28.1,82.0,8.0,33.2,25.2,1.8000000000000045,1
25.0,32.4,27.9,85.0,4.3,2.7,27.8,82.0,5.5,32.4,25.0,2.3000000000000047,1
25.0,33.0,28.3,80.0,7.1,16.0,27.9,85.0,4.3,32.4,25.0,6.633333333333337,1
25.2,31.9,27.9,82.0,6.6,3.5,28.3,80.0,7.1,33.0,25.0,7.400000000000006,1
25.0,33.2,27.7,78.0,1.5,3.0,27.9,82.0,6.6,31.9,25.2,7.500000000000004,1
