TN,TX,TAVG,RH_AVG,SS,RR_lag1,TAVG_lag1,RH_AVG_lag1,SS_lag1,TX_lag1,TN_lag1,RR_rolling_mean_3d_lag1,RR_KAT_ENC
23.9,29.6,26.2,88.0,6.85,0.2,26.1,90.0,0.0,29.0,24.8,1.266666666666666,1
24.2,28.6,25.9,92.0,3.7,8.7,26.2,88.0,6.85,29.6,23.9,3.1666666666666656,1
24.6,31.6,27.9,83.0,0.0,5.1,25.9,92.0,3.7,28.6,24.2,4.666666666666665,1
25.2,31.4,28.2,82.0,9.0,1.7,27.9,83.0,0.0,31.6,24.6,5.166666666666665,4
25.0,30.5,26.2,89.0,9.0,0.0,28.2,82.0,9.0,31.4,25.2,2.2666666666666653,1
24.4,29.4,26.6,86.0,0.6,0.2,26.2,89.0,9.0,30.5,25.0,0.6333333333333321,1
23.8,28.8,25.4,90.0,1.0,19.4,26.6,86.0,0.6,29.4,24.4,6.533333333333331,1
25.0,29.4,26.5,80.0,0.4,13.5,25.4,90.0,1.0,28.8,23.8,11.033333333333331,1
23.0,30.1,26.8,81.0,6.1,4.9,26.5,80.0,0.4,29.4,25.0,12.599999999999996,4
24.2,28.8,26.0,78.0,8.3,0.0,26.8,81.0,6.1,30.1,23.0,6.133333333333333,1
24.0,29.3,26.0,82.0,0.4,0.5,26.0,78.0,8.3,28.8,24.2,1.799999999999999,1
24.0,29.4,26.5,80.0,3.5,4.8,26.0,82.0,0.4,29.3,24.0,1.7666666666666655,1
24.0,29.4,25.5,92.0,9.0,2.4,26.5,80.0,3.5,29.4,24.0,2.566666666666665,3
23.4,29.4,26.1,88.0,0.2,26.5,25.5,92.0,9.0,29.4,24.0,11.233333333333333,2
24.0,30.4,27.6,87.0,5.2,206.8,26.1,88.0,0.2,29.4,23.4,78.56666666666668,1
23.7,30.2,26.7,86.0,5.2,9.3,27.6,87.0,5.2,30.4,24.0,80.86666666666667,3
25.0,31.0,27.7,86.0,6.85,40.2,26.7,86.0,5.2,30.2,23.7,85.43333333333334,1
23.8,30.0,26.2,86.0,7.5,3.0,27.7,86.0,6.85,31.0,25.0,17.5,0
23.8,30.8,26.7,86.0,2.7,69.4,26.2,86.0,7.5,30.0,23.8,37.53333333333334,1
24.0,31.0,26.8,88.0,6.5,0.5,26.7,86.0,2.7,30.8,23.8,24.3,1
24.5,30.2,27.0,86.0,7.4,14.2,26.8,88.0,6.5,31.0,24.0,28.033333333333335,1
24.5,31.8,27.9,81.0,1.5,2.4,27.0,86.0,7.4,30.2,24.5,5.699999999999999,1
24.3,30.0,26.0,90.0,6.85,3.0,27.9,81.0,1.5,31.8,24.5,6.533333333333332,1
24.0,29.7,27.1,88.0,0.8,18.6,26.0,90.0,6.85,30.0,24.3,8.0,1
25.0,30.5,27.1,89.0,0.7,13.7,27.1,88.0,0.8,29.7,24.0,11.766666666666666,1
24.5,31.0,27.1,88.0,5.5,5.5,27.1,89.0,0.7,30.5,25.0,12.6,1
25.0,31.6,27.9,84.0,4.2,19.3,27.1,88.0,5.5,31.0,24.5,12.833333333333334,1
24.8,31.5,27.8,84.0,8.5,5.5,27.9,84.0,4.2,31.6,25.0,10.1,1
24.4,30.0,26.3,90.0,4.0,13.8,27.8,84.0,8.5,31.5,24.8,12.866666666666667,1
24.6,31.4,28.0,82.0,3.4,1.6,26.3,90.0,4.0,30.0,24.4,6.966666666666668,3
23.1,31.0,27.4,82.0,7.0,35.3,28.0,82.0,3.4,31.4,24.6,16.900000000000002,1
24.2,30.2,27.0,84.0,5.9,8.1,27.4,82.0,7.0,31.0,23.1,15.000000000000002,1
24.4,29.7,26.5,86.0,6.5,2.1,27.0,84.0,5.9,30.2,24.2,15.16666666666667,1
23.9,29.8,26.4,86.0,2.2,14.7,26.5,86.0,6.5,29.7,24.4,8.300000000000002,0
24.2,29.8,26.0,86.0,0.3,65.6,26.4,86.0,2.2,29.8,23.9,27.46666666666667,1
23.1,30.6,26.5,88.0,4.3,3.0,26.0,86.0,0.3,29.8,24.2,27.76666666666667,3
24.0,28.0,25.7,92.0,1.7,35.3,26.5,88.0,4.3,30.6,23.1,34.63333333333333,0
23.6,30.3,26.5,84.0,0.0,63.3,25.7,92.0,1.7,28.0,24.0,33.86666666666667,2
24.2,28.0,25.9,89.0,2.7,104.5,26.5,84.0,0.0,30.3,23.6,67.7,1
24.2,29.2,26.6,84.0,1.2,1.2,25.9,89.0,2.7,28.0,24.2,56.333333333333336,1
24.2,28.4,25.5,89.0,1.5,1.2,26.6,84.0,1.2,29.2,24.2,35.63333333333334,1
24.0,30.2,27.5,83.0,0.8,7.9,25.5,89.0,1.5,28.4,24.2,3.4333333333333385,1
23.8,28.3,25.4,91.0,7.0,0.5,27.5,83.0,0.8,30.2,24.0,3.200000000000005,0
23.8,30.2,26.8,85.0,0.0,56.7,25.4,91.0,7.0,28.3,23.8,21.700000000000006,0
24.6,31.2,27.1,88.0,4.7,86.5,26.8,85.0,0.0,30.2,23.8,47.900000000000006,3
25.0,32.2,27.6,86.0,5.5,21.4,27.1,88.0,4.7,31.2,24.6,54.866666666666674,1
24.4,31.2,26.8,87.0,4.5,1.8,27.6,86.0,5.5,32.2,25.0,36.56666666666667,1
25.0,30.5,27.5,85.0,5.3,2.4,26.8,87.0,4.5,31.2,24.4,8.533333333333337,1
25.0,31.3,27.1,87.0,2.3,2.6,27.5,85.0,5.3,30.5,25.0,2.2666666666666715,1
24.6,31.2,27.6,83.0,2.7,2.4,27.1,87.0,2.3,31.3,25.0,2.4666666666666717,1
23.0,30.8,26.7,81.0,7.5,6.3,27.6,83.0,2.7,31.2,24.6,3.7666666666666715,3
25.0,31.0,27.7,84.0,7.5,33.4,26.7,81.0,7.5,30.8,23.0,14.033333333333339,1
25.0,29.6,26.7,87.0,8.7,1.2,27.7,84.0,7.5,31.0,25.0,13.63333333333334,0
24.8,31.0,27.6,85.0,0.5,71.3,26.7,87.0,8.7,29.6,25.0,35.300000000000004,0
25.6,30.9,28.1,83.0,5.2,54.1,27.6,85.0,0.5,31.0,24.8,42.20000000000001,4
25.8,31.4,27.5,86.0,2.1,0.0,28.1,83.0,5.2,30.9,25.6,41.80000000000001,1
24.6,30.5,26.8,88.0,3.3,0.4,27.5,86.0,2.1,31.4,25.8,18.166666666666675,1
24.0,32.0,27.7,82.0,1.6,16.8,26.8,88.0,3.3,30.5,24.6,5.733333333333342,1
25.2,31.0,28.2,84.0,10.4,10.8,27.7,82.0,1.6,32.0,24.0,9.333333333333343,4
25.5,32.4,28.2,80.0,5.1,0.0,28.2,84.0,10.4,31.0,25.2,9.20000000000001,1
25.0,32.1,28.2,80.0,6.0,1.3,28.2,80.0,5.1,32.4,25.5,4.033333333333343,1
25.4,33.1,29.0,76.0,10.0,8.5,28.2,80.0,6.0,32.1,25.0,3.2666666666666764,4
25.6,32.9,27.7,82.0,9.8,0.0,29.0,76.0,10.0,33.1,25.4,3.2666666666666764,4
24.3,31.6,26.9,84.0,2.5,0.0,27.7,82.0,9.8,32.9,25.6,2.833333333333343,1
25.0,30.0,26.5,87.0,3.1,5.7,26.9,84.0,2.5,31.6,24.3,1.9000000000000095,1
24.9,29.8,26.3,88.0,0.0,10.4,26.5,87.0,3.1,30.0,25.0,5.366666666666677,1
25.0,30.3,26.6,87.0,0.5,0.5,26.3,88.0,0.0,29.8,24.9,5.533333333333343,1
24.2,30.2,26.8,85.0,0.0,6.3,26.6,87.0,0.5,30.3,25.0,5.733333333333342,1
24.6,30.2,26.8,86.0,0.9,1.8,26.8,85.0,0.0,30.2,24.2,2.8666666666666756,1
25.0,32.4,27.6,82.0,1.1,0.6,26.8,86.0,0.9,30.2,24.6,2.900000000000009,1
25.2,31.3,27.6,82.0,2.5,0.4,27.6,82.0,1.1,32.4,25.0,0.9333333333333421,1
25.3,31.5,27.5,82.0,1.5,3.1,27.6,82.0,2.5,31.3,25.2,1.3666666666666758,4
25.0,32.0,27.8,80.0,0.0,0.0,27.5,82.0,1.5,31.5,25.3,1.1666666666666756,1
24.9,31.6,28.2,80.0,1.0,1.8,27.8,80.0,0.0,32.0,25.0,1.6333333333333424,1
25.3,31.0,28.3,77.0,2.0,4.0,28.2,80.0,1.0,31.6,24.9,1.9333333333333425,1
25.0,31.7,27.6,87.0,7.5,3.0,28.3,77.0,2.0,31.0,25.3,2.9333333333333425,4
25.0,32.0,27.4,84.0,6.5,0.0,27.6,87.0,7.5,31.7,25.0,2.3333333333333424,1
25.0,32.0,28.2,78.0,4.5,3.4,27.4,84.0,6.5,32.0,25.0,2.133333333333342,1
25.5,31.4,27.9,83.0,9.3,3.0,28.2,78.0,4.5,32.0,25.0,2.133333333333342,1
25.0,32.4,28.1,78.0,8.4,10.4,27.9,83.0,9.3,31.4,25.5,5.6000000000000085,1
25.4,32.2,28.2,80.0,7.8,3.8,28.1,78.0,8.4,32.4,25.0,5.733333333333342,4
25.0,31.0,28.1,80.0,6.1,0.0,28.2,80.0,7.8,32.2,25.4,4.733333333333342,1
24.9,31.6,28.0,82.0,5.8,8.3,28.1,80.0,6.1,31.0,25.0,4.033333333333343,1
25.0,32.0,28.1,81.0,9.2,11.8,28.0,82.0,5.8,31.6,24.9,6.70000000000001,1
25.3,31.6,28.5,81.0,7.3,0.5,28.1,81.0,9.2,32.0,25.0,6.866666666666677,1
25.2,32.0,28.2,78.0,9.2,6.3,28.5,81.0,7.3,31.6,25.3,6.20000000000001,4
25.8,31.6,28.1,85.0,10.3,0.0,28.2,78.0,9.2,32.0,25.2,2.266666666666676,1
25.8,31.6,28.0,86.0,2.0,0.4,28.1,85.0,10.3,31.6,25.8,2.2333333333333427,1
24.6,29.8,25.9,90.0,2.4,6.7,28.0,86.0,2.0,31.6,25.8,2.3666666666666765,3
24.2,31.0,27.0,85.0,6.85,26.4,25.9,90.0,2.4,29.8,24.6,11.166666666666677,1
24.5,32.0,28.0,82.0,2.0,16.8,27.0,85.0,6.85,31.0,24.2,16.633333333333344,1
24.8,30.8,26.7,84.0,4.1,3.0,28.0,82.0,2.0,32.0,24.5,15.400000000000011,1
25.3,31.2,27.3,86.0,9.5,0.5,26.7,84.0,4.1,30.8,24.8,6.766666666666676,1
25.0,32.4,27.8,81.0,5.6,1.2,27.3,86.0,9.5,31.2,25.3,1.5666666666666762,1
25.0,32.8,27.9,82.0,9.0,1.7,27.8,81.0,5.6,32.4,25.0,1.1333333333333429,4
25.3,30.3,27.7,82.0,9.5,0.0,27.9,82.0,9.0,32.8,25.0,0.9666666666666761,4
24.6,31.7,26.3,88.0,0.2,0.0,27.7,82.0,9.5,30.3,25.3,0.5666666666666761,1
25.0,31.2,27.1,86.0,2.1,0.4,26.3,88.0,0.2,31.7,24.6,0.13333333333334282,3
24.8,31.0,26.7,90.0,0.8,23.4,27.1,86.0,2.1,31.2,25.0,7.933333333333342,4
24.6,31.4,26.8,86.0,0.3,0.0,26.7,90.0,0.8,31.0,24.8,7.933333333333342,1
25.0,29.4,27.4,88.0,1.3,0.8,26.8,86.0,0.3,31.4,24.6,8.066666666666675,1
25.6,32.6,28.3,82.0,0.0,6.0,27.4,88.0,1.3,29.4,25.0,2.266666666666676,1
24.6,28.8,26.4,88.0,6.0,4.6,28.3,82.0,0.0,32.6,25.6,3.800000000000009,1
24.2,32.0,27.5,83.0,0.0,6.6,26.4,88.0,6.0,28.8,24.6,5.733333333333342,1
25.0,30.8,27.7,84.0,0.0,1.9,27.5,83.0,0.0,32.0,24.2,4.366666666666675,4
25.5,33.2,28.4,76.0,0.5,0.0,27.7,84.0,0.0,30.8,25.0,2.833333333333343,1
25.1,31.6,27.6,78.0,5.2,3.0,28.4,76.0,0.5,33.2,25.5,1.6333333333333429,1
25.2,32.9,28.0,83.0,0.5,1.4,27.6,78.0,5.2,31.6,25.1,1.4666666666666763,1
25.1,32.8,28.0,80.0,3.5,3.0,28.0,83.0,0.5,32.9,25.2,2.466666666666676,1
25.4,31.2,27.0,84.0,2.7,12.8,28.0,80.0,3.5,32.8,25.1,5.733333333333344,4
25.0,30.8,25.8,91.0,1.5,0.0,27.0,84.0,2.7,31.2,25.4,5.266666666666676,1
24.2,33.3,28.0,82.0,0.2,0.4,25.8,91.0,1.5,30.8,25.0,4.40000000000001,1
24.8,30.0,25.9,89.0,6.85,8.1,28.0,82.0,0.2,33.3,24.2,2.833333333333343,1
24.3,31.0,27.1,83.0,0.2,3.0,25.9,89.0,6.85,30.0,24.8,3.833333333333343,1
24.2,31.8,27.2,81.0,6.85,9.8,27.1,83.0,0.2,31.0,24.3,6.966666666666676,1
24.6,31.6,27.9,80.0,7.5,3.0,27.2,81.0,6.85,31.8,24.2,5.266666666666676,4
25.0,32.0,26.9,83.0,5.0,0.0,27.9,80.0,7.5,31.6,24.6,4.266666666666676,4
24.0,32.0,27.1,82.0,5.5,0.0,26.9,83.0,5.0,32.0,25.0,1.0000000000000095,1
24.4,31.8,27.3,85.0,4.5,3.2,27.1,82.0,5.5,32.0,24.0,1.0666666666666762,1
24.6,32.2,27.7,83.0,2.0,5.0,27.3,85.0,4.5,31.8,24.4,2.7333333333333427,4
24.0,31.2,27.5,83.0,8.5,0.0,27.7,83.0,2.0,32.2,24.6,2.7333333333333427,1
24.6,32.2,27.9,82.0,8.2,19.4,27.5,83.0,8.5,31.2,24.0,8.133333333333342,4
25.0,31.8,27.4,84.0,9.1,0.0,27.9,82.0,8.2,32.2,24.6,6.466666666666676,1
25.6,32.8,28.1,82.0,5.2,5.2,27.4,84.0,9.1,31.8,25.0,8.200000000000008,1
25.5,31.8,27.3,87.0,4.2,0.4,28.1,82.0,5.2,32.8,25.6,1.8666666666666762,1
25.3,31.0,26.8,88.0,2.5,8.4,27.3,87.0,4.2,31.8,25.5,4.666666666666676,1
25.4,31.7,27.2,88.0,0.7,5.9,26.8,88.0,2.5,31.0,25.3,4.90000000000001,1
25.0,30.0,26.5,85.0,1.1,1.0,27.2,88.0,0.7,31.7,25.4,5.10000000000001,3
25.0,31.4,26.4,87.0,0.5,26.7,26.5,85.0,1.1,30.0,25.0,11.20000000000001,1
23.8,31.4,26.9,84.0,3.1,3.6,26.4,87.0,0.5,31.4,25.0,10.433333333333344,1
25.0,30.2,27.5,83.0,4.2,0.7,26.9,84.0,3.1,31.4,23.8,10.333333333333345,1
23.8,32.3,27.1,82.0,0.5,0.3,27.5,83.0,4.2,30.2,25.0,1.5333333333333428,3
23.8,31.0,28.1,82.0,9.0,22.0,27.1,82.0,0.5,32.3,23.8,7.666666666666676,1
24.8,32.2,27.6,82.0,6.5,3.0,28.1,82.0,9.0,31.0,23.8,8.433333333333342,4
26.0,31.9,28.6,80.0,8.3,0.0,27.6,82.0,6.5,32.2,24.8,8.333333333333343,1
25.2,32.2,28.1,80.0,9.5,0.6,28.6,80.0,8.3,31.9,26.0,1.2000000000000095,4
25.6,31.0,27.6,82.0,6.85,0.0,28.1,80.0,9.5,32.2,25.2,0.20000000000000948,1
24.4,31.8,27.3,84.0,7.0,5.1,27.6,82.0,6.85,31.0,25.6,1.9000000000000092,1
24.4,31.8,28.0,82.0,6.0,3.5,27.3,84.0,7.0,31.8,24.4,2.866666666666676,4
25.0,32.0,27.5,83.0,8.0,0.0,28.0,82.0,6.0,31.8,24.4,2.866666666666676,1
25.0,32.0,28.2,81.0,10.0,2.8,27.5,83.0,8.0,32.0,25.0,2.1000000000000094,1
24.3,32.5,28.4,79.0,9.2,3.0,28.2,81.0,10.0,32.0,25.0,1.9333333333333427,1
24.6,31.8,27.9,80.0,9.5,3.0,28.4,79.0,9.2,32.5,24.3,2.933333333333343,4
25.0,32.2,27.7,81.0,10.6,0.0,27.9,80.0,9.5,31.8,24.6,2.0000000000000093,4
25.0,32.0,28.1,82.0,8.7,0.0,27.7,81.0,10.6,32.2,25.0,1.0000000000000095,1
25.0,31.5,26.6,89.0,5.3,4.4,28.1,82.0,8.7,32.0,25.0,1.4666666666666763,1
24.0,32.0,27.2,86.0,2.2,8.4,26.6,89.0,5.3,31.5,25.0,4.266666666666676,1
24.4,31.8,27.8,85.0,7.8,10.1,27.2,86.0,2.2,32.0,24.0,7.633333333333343,1
24.4,32.0,27.7,84.0,5.5,3.0,27.8,85.0,7.8,31.8,24.4,7.166666666666676,1
24.8,32.0,28.1,84.0,9.8,2.8,27.7,84.0,5.5,32.0,24.4,5.300000000000009,0
25.6,32.4,28.4,84.0,8.8,84.0,28.1,84.0,9.8,32.0,24.8,29.93333333333334,1
25.6,32.6,28.6,84.0,4.4,1.5,28.4,84.0,8.8,32.4,25.6,29.43333333333334,1
25.6,31.6,27.2,90.0,7.7,3.0,28.6,84.0,4.4,32.6,25.6,29.50000000000001,1
24.4,32.4,27.9,84.0,4.5,3.5,27.2,90.0,7.7,31.6,25.6,2.6666666666666763,3
24.9,29.9,26.3,85.0,7.0,29.3,27.9,84.0,4.5,32.4,24.4,11.933333333333342,4
24.6,32.4,27.7,82.0,1.3,0.0,26.3,85.0,7.0,29.9,24.9,10.933333333333342,1
25.2,32.2,27.7,82.0,7.6,4.0,27.7,82.0,1.3,32.4,24.6,11.100000000000009,4
24.6,32.4,27.8,82.0,7.4,0.0,27.7,82.0,7.6,32.2,25.2,1.3333333333333428,1
24.9,32.2,27.9,80.0,8.0,3.0,27.8,82.0,7.4,32.4,24.6,2.333333333333343,1
23.7,31.8,27.1,84.0,3.8,3.0,27.9,80.0,8.0,32.2,24.9,2.0000000000000093,1
24.2,31.9,27.7,84.0,4.5,5.0,27.1,84.0,3.8,31.8,23.7,3.6666666666666763,1
24.9,31.2,27.5,84.0,6.8,3.0,27.7,84.0,4.5,31.9,24.2,3.6666666666666763,1
24.4,32.6,27.3,86.0,2.3,3.0,27.5,84.0,6.8,31.2,24.9,3.6666666666666763,1
24.6,31.6,27.8,82.0,8.0,11.9,27.3,86.0,2.3,32.6,24.4,5.966666666666676,1
25.2,31.7,27.6,80.0,6.5,3.0,27.8,82.0,8.0,31.6,24.6,5.966666666666676,1
24.6,32.0,27.6,82.0,3.7,3.0,27.6,80.0,6.5,31.7,25.2,5.966666666666676,4
25.0,32.0,27.9,81.0,6.8,0.0,27.6,82.0,3.7,32.0,24.6,2.0000000000000093,4
24.6,32.5,28.1,78.0,5.2,0.0,27.9,81.0,6.8,32.0,25.0,1.0000000000000095,4
25.0,30.3,27.4,84.0,9.4,0.0,28.1,78.0,5.2,32.5,24.6,0.0,1
25.0,31.0,27.8,82.0,2.4,15.8,27.4,84.0,9.4,30.3,25.0,5.266666666666676,1
25.0,31.8,27.4,87.0,9.8,8.4,27.8,82.0,2.4,31.0,25.0,8.066666666666677,1
23.9,29.4,26.3,86.0,6.85,8.7,27.4,87.0,9.8,31.8,25.0,10.966666666666676,3
24.8,28.8,26.6,88.0,0.0,23.5,26.3,86.0,6.85,29.4,23.9,13.53333333333334,1
24.6,31.2,27.3,83.0,0.2,2.6,26.6,88.0,0.0,28.8,24.8,11.600000000000009,1
24.9,32.2,28.1,82.0,6.4,1.2,27.3,83.0,0.2,31.2,24.6,9.100000000000009,1
25.2,32.4,28.3,82.0,7.5,4.0,28.1,82.0,6.4,32.2,24.9,2.600000000000008,4
25.8,32.4,28.6,84.0,9.5,0.0,28.3,82.0,7.5,32.4,25.2,1.7333333333333414,1
26.3,32.2,28.9,80.0,6.5,3.0,28.6,84.0,9.5,32.4,25.8,2.3333333333333415,1
26.3,33.0,28.6,83.0,9.6,3.0,28.9,80.0,6.5,32.2,26.3,2.0000000000000084,1
26.2,31.0,27.5,83.0,9.5,5.8,28.6,83.0,9.6,33.0,26.3,3.933333333333342,1
26.0,32.0,28.5,84.0,9.0,4.2,27.5,83.0,9.5,31.0,26.2,4.333333333333342,4
25.7,32.4,28.4,83.0,6.2,0.0,28.5,84.0,9.0,32.0,26.0,3.3333333333333415,1
24.8,31.8,27.9,84.0,7.2,0.1,28.4,83.0,6.2,32.4,25.7,1.4333333333333416,3
25.0,31.8,28.2,80.0,5.1,25.0,27.9,84.0,7.2,31.8,24.8,8.366666666666674,1
25.6,32.2,28.2,85.0,7.5,0.2,28.2,80.0,5.1,31.8,25.0,8.43333333333334,1
25.4,31.7,28.2,88.0,5.7,1.3,28.2,85.0,7.5,32.2,25.6,8.833333333333341,1
25.1,31.4,27.5,83.0,6.85,14.0,28.2,88.0,5.7,31.7,25.4,5.166666666666674,2
24.6,32.4,26.9,90.0,3.4,356.0,27.5,83.0,6.85,31.4,25.1,123.76666666666667,1
25.0,31.7,27.8,87.0,5.1,1.3,26.9,90.0,3.4,32.4,24.6,123.76666666666667,1
24.5,32.0,27.3,90.0,6.85,4.0,27.8,87.0,5.1,31.7,25.0,120.43333333333334,1
25.0,31.6,28.3,86.0,2.5,12.3,27.3,90.0,6.85,32.0,24.5,5.866666666666667,1
26.3,32.2,28.6,87.0,9.2,18.3,28.3,86.0,2.5,31.6,25.0,11.533333333333333,1
25.8,31.8,28.0,86.0,3.1,6.3,28.6,87.0,9.2,32.2,26.3,12.299999999999999,1
25.0,31.8,27.7,84.0,3.5,1.5,28.0,86.0,3.1,31.8,25.8,8.700000000000001,3
25.0,30.9,27.7,90.0,9.5,48.5,27.7,84.0,3.5,31.8,25.0,18.766666666666666,1
25.9,31.4,28.5,84.0,3.3,12.1,27.7,90.0,9.5,30.9,25.0,20.7,1
25.7,31.0,28.0,84.0,8.3,3.8,28.5,84.0,3.3,31.4,25.9,21.46666666666667,1
26.0,32.0,29.2,81.0,4.5,3.0,28.0,84.0,8.3,31.0,25.7,6.3,4
26.4,32.0,29.1,83.0,8.5,0.0,29.2,81.0,4.5,32.0,26.0,2.2666666666666666,1
25.0,32.0,27.6,88.0,8.5,3.0,29.1,83.0,8.5,32.0,26.4,2.0,0
24.9,31.6,29.0,81.0,4.0,90.9,27.6,88.0,8.5,32.0,25.0,31.3,1
27.0,30.8,28.9,76.0,6.85,13.4,29.0,81.0,4.0,31.6,24.9,35.76666666666667,1
23.6,30.5,28.0,75.0,6.0,0.2,28.9,76.0,6.85,30.8,27.0,34.833333333333336,4
25.0,30.5,27.7,74.0,10.2,0.0,28.0,75.0,6.0,30.5,23.6,4.533333333333333,4
23.6,30.8,26.7,80.0,9.3,0.0,27.7,74.0,10.2,30.5,25.0,0.06666666666666667,1
25.0,31.0,27.3,76.0,8.9,3.0,26.7,80.0,9.3,30.8,23.6,1.0,1
25.0,30.4,27.0,81.0,10.5,3.0,27.3,76.0,8.9,31.0,25.0,2.0,1
24.6,30.4,27.6,79.0,9.1,3.0,27.0,81.0,10.5,30.4,25.0,3.0,4
25.0,31.0,28.2,78.0,9.1,0.0,27.6,79.0,9.1,30.4,24.6,2.0,1
24.6,31.2,27.5,80.0,7.0,3.0,28.2,78.0,9.1,31.0,25.0,2.0,4
24.8,31.0,28.0,77.0,9.0,0.0,27.5,80.0,7.0,31.2,24.6,1.0,1
24.6,30.6,27.2,84.0,10.1,3.0,28.0,77.0,9.0,31.0,24.8,2.0,1
24.4,31.0,27.6,80.0,10.0,1.7,27.2,84.0,10.1,30.6,24.6,1.5666666666666667,1
25.0,31.0,27.9,80.0,10.1,3.0,27.6,80.0,10.0,31.0,24.4,2.566666666666667,1
24.8,31.2,28.7,77.0,10.0,3.0,27.9,80.0,10.1,31.0,25.0,2.566666666666667,4
24.8,31.4,28.5,77.0,10.0,0.0,28.7,77.0,10.0,31.2,24.8,2.0,1
25.2,30.8,27.7,75.0,7.2,3.0,28.5,77.0,10.0,31.4,24.8,2.0,4
23.9,30.8,27.9,78.0,8.3,0.0,27.7,75.0,7.2,30.8,25.2,1.0,4
24.0,31.0,27.9,78.0,10.1,0.0,27.9,78.0,8.3,30.8,23.9,1.0,4
24.4,31.8,28.2,78.0,9.4,0.0,27.9,78.0,10.1,31.0,24.0,0.0,1
25.0,31.0,27.7,82.0,9.8,3.0,28.2,78.0,9.4,31.8,24.4,1.0,1
25.6,30.9,27.9,82.0,9.8,3.0,27.7,82.0,9.8,31.0,25.0,2.0,4
26.8,30.9,28.3,79.0,7.4,0.0,27.9,82.0,9.8,30.9,25.6,2.0,4
25.5,31.0,27.6,81.0,8.5,0.0,28.3,79.0,7.4,30.9,26.8,1.0,4
25.4,30.8,27.6,80.0,10.0,0.0,27.6,81.0,8.5,31.0,25.5,0.0,4
25.0,30.0,27.0,84.0,7.5,0.0,27.6,80.0,10.0,30.8,25.4,0.0,1
24.8,27.8,26.6,88.0,2.0,11.5,27.0,84.0,7.5,30.0,25.0,3.8333333333333335,1
25.0,31.0,27.7,85.0,0.3,10.4,26.6,88.0,2.0,27.8,24.8,7.3,1
26.2,29.8,27.5,80.0,9.0,6.2,27.7,85.0,0.3,31.0,25.0,9.366666666666667,1
24.5,29.8,26.8,84.0,8.0,0.5,27.5,80.0,9.0,29.8,26.2,5.7,1
24.3,29.8,26.4,86.0,10.0,3.0,26.8,84.0,8.0,29.8,24.5,3.233333333333333,1
25.4,29.9,27.9,84.0,9.8,3.0,26.4,86.0,10.0,29.8,24.3,2.1666666666666665,1
25.8,29.9,27.7,84.0,9.5,3.0,27.9,84.0,9.8,29.9,25.4,3.0,1
26.4,29.8,27.3,82.0,5.7,3.0,27.7,84.0,9.5,29.9,25.8,3.0,4
25.4,29.4,26.8,82.0,4.5,0.0,27.3,82.0,5.7,29.8,26.4,2.0,4
24.0,31.0,26.1,87.0,5.8,0.0,26.8,82.0,4.5,29.4,25.4,1.0,1
24.2,30.6,26.8,87.0,0.2,3.0,26.1,87.0,5.8,31.0,24.0,1.0,1
24.8,31.4,27.8,76.0,8.4,3.0,26.8,87.0,0.2,30.6,24.2,2.0,4
24.7,31.5,27.0,86.0,7.8,0.0,27.8,76.0,8.4,31.4,24.8,2.0,1
25.0,30.4,27.1,86.0,7.2,3.0,27.0,86.0,7.8,31.5,24.7,2.0,1
24.6,30.2,27.1,84.0,8.1,3.0,27.1,86.0,7.2,30.4,25.0,2.0,4
25.2,29.4,26.7,89.0,10.3,0.0,27.1,84.0,8.1,30.2,24.6,2.0,1
24.4,30.1,27.1,82.0,4.3,7.2,26.7,89.0,10.3,29.4,25.2,3.4,1
24.4,30.4,26.8,84.0,10.2,2.0,27.1,82.0,4.3,30.1,24.4,3.0666666666666664,1
24.2,30.0,26.4,84.0,9.8,3.0,26.8,84.0,10.2,30.4,24.4,4.066666666666666,4
24.2,28.4,25.3,91.0,9.0,0.0,26.4,84.0,9.8,30.0,24.2,1.6666666666666667,3
25.0,31.0,25.1,91.0,0.6,27.8,25.3,91.0,9.0,28.4,24.2,10.266666666666667,0
24.3,29.4,26.9,84.0,1.1,65.3,25.1,91.0,0.6,31.0,25.0,31.03333333333333,3
24.2,29.7,27.0,85.0,5.0,20.9,26.9,84.0,1.1,29.4,24.3,38.0,1
24.8,29.8,26.9,86.0,9.5,2.6,27.0,85.0,5.0,29.7,24.2,29.599999999999998,1
25.2,29.8,26.8,84.0,6.8,2.5,26.9,86.0,9.5,29.8,24.8,8.666666666666666,1
25.0,28.2,25.8,84.0,6.5,1.4,26.8,84.0,6.8,29.8,25.2,2.1666666666666665,1
24.4,29.4,26.1,84.0,0.6,3.0,25.8,84.0,6.5,28.2,25.0,2.3000000000000003,1
24.3,29.6,26.7,86.0,7.4,0.1,26.1,84.0,0.6,29.4,24.4,1.5,1
24.5,27.3,25.6,91.0,9.0,3.0,26.7,86.0,7.4,29.6,24.3,2.033333333333333,1
23.5,27.0,24.8,91.0,0.0,0.5,25.6,91.0,9.0,27.3,24.5,1.2,2
23.8,29.0,26.2,89.0,0.2,123.8,24.8,91.0,0.0,27.0,23.5,42.43333333333333,1
24.9,29.4,26.6,90.0,2.5,10.8,26.2,89.0,0.2,29.0,23.8,45.03333333333333,1
24.2,29.4,26.2,89.0,7.0,0.4,26.6,90.0,2.5,29.4,24.9,45.0,1
